Product Type,Product Weight (kg),Purpose,Vehicle Type,Vehicle Category,maxWeightCapacity
Fruits,15694,crops,10-Wheeler Truck,N3,13310
Corn,5968,livestock,Livestock Truck,N2,7138
Corn,14564,livestock,Heavy Livestock Trailer,N3,15678
Pigs,1852,crops,Open Truck,N1,1677
Fruits,6924,crops,Elf Truck,N2,7817
Corn,12176,crops,Container Truck,N3,15663
Frozen Fish,15556,livestock,Heavy Livestock Trailer,N3,15486
Corn,14663,livestock,Heavy Livestock Trailer,N3,15787
Pigs,9740,crops,Elf Truck,N2,6883
Cows,7982,crops,Elf Truck,N2,6240
Pigs,1179,crops,Pickup Truck,N1,1439
Vegetables,4718,crops,Elf Truck,N2,6801
Rice,2752,crops,Delivery Van,N1,2846
Chickens,16650,crops,Container Truck,N3,15185
Leafy Greens,14309,crops,10-Wheeler Truck,N3,14769
Cows,16482,crops,10-Wheeler Truck,N3,13586
Pigs,7506,perishable crops,Refrigerated Truck,N2,11243
Frozen Fish,5903,livestock,Livestock Truck,N2,9957
Corn,10148,perishable crops,Refrigerated Truck,N2,10174
Rice,3776,livestock,Livestock Truck,N2,9024
Meat,16457,crops,10-Wheeler Truck,N3,14914
Fruits,525,crops,Tricycle,L,470
Meat,9576,crops,Elf Truck,N2,7667
Frozen Fish,10910,perishable crops,Refrigerated Truck,N2,6919
Pigs,15495,livestock,Heavy Livestock Trailer,N3,15385
Fruits,3865,livestock,Livestock Truck,N2,8769
Cows,5499,crops,Elf Truck,N2,6892
Fruits,14697,crops,Container Truck,N3,18171
Goats,2276,perishable crops,Refrigerated Van,N1,2440
Chickens,1027,perishable crops,Refrigerated Van,N1,2808
Leafy Greens,11628,livestock,Livestock Truck,N2,8231
Meat,15527,crops,10-Wheeler Truck,N3,14256
Chickens,13013,crops,Container Truck,N3,16322
Pigs,14350,crops,Container Truck,N3,17275
Fruits,17285,livestock,Heavy Livestock Trailer,N3,14171
Cows,3165,crops,Open Truck,N1,2319
Meat,5421,perishable crops,Refrigerated Truck,N2,9602
Eggs,10393,perishable crops,Refrigerated Truck,N2,10653
Cows,6829,livestock,Livestock Truck,N2,8344
Vegetables,15391,crops,10-Wheeler Truck,N3,14818
Frozen Fish,11823,crops,Elf Truck,N2,6709
Eggs,15748,livestock,Heavy Livestock Trailer,N3,17594
Meat,3776,perishable crops,Refrigerated Truck,N2,6217
Eggs,13076,crops,Container Truck,N3,16132
Frozen Fish,924,crops,Pickup Truck,N1,1701
Chickens,12190,crops,10-Wheeler Truck,N3,13979
Leafy Greens,15571,crops,Container Truck,N3,16831
Pigs,10288,perishable crops,Refrigerated Truck,N2,8363
Eggs,8357,perishable crops,Refrigerated Truck,N2,9730
Leafy Greens,2580,crops,Open Truck,N1,1669
Leafy Greens,12464,crops,10-Wheeler Truck,N3,14021
Leafy Greens,1469,crops,Multicab,N1,791
Chickens,5417,perishable crops,Refrigerated Truck,N2,9862
Pigs,296,crops,Motorcycle with Sidecar,L,494
Rice,4845,crops,Elf Truck,N2,6511
Eggs,10183,crops,Elf Truck,N2,5806
Goats,16657,crops,10-Wheeler Truck,N3,13131
Rice,3165,crops,Open Truck,N1,2133
Meat,821,livestock,Mini Livestock Truck,N1,1735
Meat,16307,crops,10-Wheeler Truck,N3,13765
Chickens,12731,livestock,Heavy Livestock Trailer,N3,17535
Chickens,6832,livestock,Livestock Truck,N2,8099
Eggs,16065,crops,10-Wheeler Truck,N3,14621
Leafy Greens,7535,crops,Elf Truck,N2,6725
Fruits,6028,perishable crops,Refrigerated Truck,N2,11084
Cows,14910,crops,Container Truck,N3,15621
Goats,10062,livestock,Livestock Truck,N2,9089
Goats,7358,perishable crops,Refrigerated Truck,N2,10971
Cows,17107,crops,10-Wheeler Truck,N3,14857
Vegetables,7763,crops,Elf Truck,N2,4229
Leafy Greens,17171,livestock,Heavy Livestock Trailer,N3,14660
Eggs,4615,livestock,Livestock Truck,N2,10080
Chickens,3993,crops,Elf Truck,N2,5401
Corn,7331,crops,Elf Truck,N2,6039
Leafy Greens,5027,crops,Elf Truck,N2,5302
Corn,2461,perishable crops,Refrigerated Van,N1,2358
Corn,15025,livestock,Heavy Livestock Trailer,N3,15774
Leafy Greens,1645,perishable crops,Refrigerated Van,N1,2316
Chickens,16635,crops,Container Truck,N3,18738
Fruits,10099,perishable crops,Refrigerated Truck,N2,9822
Pigs,16816,crops,Container Truck,N3,18720
Goats,4826,livestock,Livestock Truck,N2,11653
Corn,15381,crops,10-Wheeler Truck,N3,13761
Pigs,10426,perishable crops,Refrigerated Truck,N2,10597
Corn,10785,crops,Elf Truck,N2,5716
Pigs,12580,crops,10-Wheeler Truck,N3,14117
Goats,14401,crops,Container Truck,N3,17273
Chickens,17205,livestock,Heavy Livestock Trailer,N3,14584
Corn,7073,livestock,Livestock Truck,N2,5941
Corn,1769,livestock,Mini Livestock Truck,N1,2178
Cows,11130,perishable crops,Refrigerated Truck,N2,10968
Goats,8079,livestock,Livestock Truck,N2,5539
Meat,14304,crops,Container Truck,N3,19674
Pigs,138,crops,Motorcycle with Sidecar,L,559
Eggs,14298,crops,10-Wheeler Truck,N3,14984
Chickens,17201,crops,Container Truck,N3,15004
Leafy Greens,2108,crops,Delivery Van,N1,2722
Corn,6581,crops,Elf Truck,N2,5064
Leafy Greens,945,crops,Open Truck,N1,2310
Vegetables,1577,perishable crops,Refrigerated Van,N1,2194
Goats,6538,livestock,Livestock Truck,N2,11277
Rice,241,crops,Tricycle,L,445
Pigs,1033,crops,Pickup Truck,N1,1065
Rice,6349,crops,Elf Truck,N2,5206
Frozen Fish,9505,crops,Elf Truck,N2,4203
Rice,17413,crops,10-Wheeler Truck,N3,14298
Meat,13025,crops,Container Truck,N3,16382
Rice,14301,crops,Container Truck,N3,19876
Fruits,2299,perishable crops,Refrigerated Van,N1,1952
Leafy Greens,9172,crops,Elf Truck,N2,7119
Chickens,17000,crops,10-Wheeler Truck,N3,13693
Meat,8389,livestock,Livestock Truck,N2,7469
Leafy Greens,3592,crops,Elf Truck,N2,7090
Corn,8922,livestock,Livestock Truck,N2,5556
Cows,17959,livestock,Heavy Livestock Trailer,N3,15273
Goats,3105,livestock,Mini Livestock Truck,N1,3160
Fruits,8190,perishable crops,Refrigerated Truck,N2,8292
Meat,4119,livestock,Livestock Truck,N2,5019
Cows,12482,crops,Container Truck,N3,19078
Eggs,2144,crops,Open Truck,N1,1802
Pigs,1346,crops,Multicab,N1,1470
Vegetables,8734,perishable crops,Refrigerated Truck,N2,10377
Frozen Fish,15719,crops,10-Wheeler Truck,N3,14550
Rice,5174,crops,Elf Truck,N2,5594
Rice,17871,livestock,Heavy Livestock Trailer,N3,17859
Chickens,6029,perishable crops,Refrigerated Truck,N2,10937
Leafy Greens,16498,crops,10-Wheeler Truck,N3,13337
Meat,6951,crops,Elf Truck,N2,7504
Frozen Fish,14455,crops,Container Truck,N3,19228
Eggs,9755,livestock,Livestock Truck,N2,6018
Vegetables,17242,livestock,Heavy Livestock Trailer,N3,14369
Fruits,13210,livestock,Heavy Livestock Trailer,N3,14055
Meat,9809,livestock,Livestock Truck,N2,8551
Rice,4149,crops,Elf Truck,N2,4270
Frozen Fish,14744,crops,10-Wheeler Truck,N3,13974
Meat,13070,livestock,Heavy Livestock Trailer,N3,14031
Meat,6248,crops,Elf Truck,N2,7046
Meat,6934,perishable crops,Refrigerated Truck,N2,11198
Goats,15396,crops,10-Wheeler Truck,N3,13093
Frozen Fish,9122,perishable crops,Refrigerated Truck,N2,9686
Cows,14438,livestock,Heavy Livestock Trailer,N3,14953
Fruits,4566,livestock,Livestock Truck,N2,10156
Corn,9314,perishable crops,Refrigerated Truck,N2,11104
Pigs,7200,livestock,Livestock Truck,N2,8122
Eggs,13018,crops,10-Wheeler Truck,N3,13311
Rice,16598,crops,Container Truck,N3,17141
Chickens,14580,livestock,Heavy Livestock Trailer,N3,17551
Meat,17008,crops,10-Wheeler Truck,N3,14814
Eggs,9769,crops,Elf Truck,N2,5825
Rice,8100,livestock,Livestock Truck,N2,7355
Fruits,4253,perishable crops,Refrigerated Truck,N2,8848
Rice,4077,livestock,Livestock Truck,N2,10655
Leafy Greens,11115,perishable crops,Refrigerated Truck,N2,6978
Goats,12114,crops,10-Wheeler Truck,N3,13043
Fruits,8050,crops,Elf Truck,N2,4018
Rice,17051,livestock,Heavy Livestock Trailer,N3,17220
Chickens,13326,crops,10-Wheeler Truck,N3,13262
Rice,7681,livestock,Livestock Truck,N2,8766
Cows,13034,crops,10-Wheeler Truck,N3,13260
Vegetables,17319,crops,10-Wheeler Truck,N3,13938
Fruits,10333,crops,Elf Truck,N2,6764
Leafy Greens,5083,crops,Elf Truck,N2,7382
Rice,480,crops,Motorcycle with Sidecar,L,325
Corn,2173,crops,Open Truck,N1,2694
Vegetables,2795,livestock,Mini Livestock Truck,N1,2226
Goats,4402,livestock,Livestock Truck,N2,5505
Fruits,4090,perishable crops,Refrigerated Truck,N2,10781
Cows,8974,perishable crops,Refrigerated Truck,N2,9033
Meat,3654,perishable crops,Refrigerated Truck,N2,8828
Goats,3570,perishable crops,Refrigerated Truck,N2,10250
Pigs,11582,livestock,Livestock Truck,N2,5738
Leafy Greens,1162,crops,Open Truck,N1,1534
Leafy Greens,5423,livestock,Livestock Truck,N2,11432
Fruits,16723,crops,Container Truck,N3,17639
Meat,4875,livestock,Livestock Truck,N2,8020
Corn,3043,crops,Pickup Truck,N1,1102
Vegetables,113,crops,Tricycle,L,371
Pigs,1122,livestock,Mini Livestock Truck,N1,2348
Frozen Fish,13121,crops,Container Truck,N3,18386
Pigs,1945,crops,Pickup Truck,N1,1771
Frozen Fish,6762,crops,Elf Truck,N2,6548
Cows,2235,crops,Pickup Truck,N1,1277
Fruits,9236,crops,Elf Truck,N2,5492
Vegetables,17776,crops,Container Truck,N3,17566
Vegetables,15536,crops,Container Truck,N3,17896
Corn,7233,perishable crops,Refrigerated Truck,N2,10655
Corn,7359,crops,Elf Truck,N2,6545
Cows,4512,livestock,Livestock Truck,N2,7710
Leafy Greens,7220,perishable crops,Refrigerated Truck,N2,10657
Pigs,9613,livestock,Livestock Truck,N2,10590
Chickens,17856,livestock,Heavy Livestock Trailer,N3,15565
Fruits,346,crops,Tricycle,L,425
Frozen Fish,9440,perishable crops,Refrigerated Truck,N2,9884
Chickens,4836,crops,Elf Truck,N2,7063
Pigs,4141,crops,Elf Truck,N2,4813
Meat,1637,crops,Delivery Van,N1,2659
Meat,122,crops,Motorcycle with Sidecar,L,486
Vegetables,13762,livestock,Heavy Livestock Trailer,N3,14390
Fruits,4659,livestock,Livestock Truck,N2,8955
Goats,11950,livestock,Livestock Truck,N2,7292
Frozen Fish,4858,crops,Elf Truck,N2,6350
Goats,10447,perishable crops,Refrigerated Truck,N2,8372
Fruits,16133,crops,10-Wheeler Truck,N3,14698
Eggs,1789,crops,Multicab,N1,1245
Cows,4905,perishable crops,Refrigerated Truck,N2,6921
Chickens,12882,crops,10-Wheeler Truck,N3,13356
Frozen Fish,13053,livestock,Heavy Livestock Trailer,N3,16743
Leafy Greens,17139,livestock,Heavy Livestock Trailer,N3,17271
Rice,9848,livestock,Livestock Truck,N2,10768
Vegetables,14300,livestock,Heavy Livestock Trailer,N3,14115
Eggs,5600,crops,Elf Truck,N2,5091
Leafy Greens,11753,perishable crops,Refrigerated Truck,N2,8366
Meat,17662,crops,10-Wheeler Truck,N3,14520
Chickens,984,crops,Pickup Truck,N1,1798
Frozen Fish,13730,crops,Container Truck,N3,15857
Chickens,16461,crops,10-Wheeler Truck,N3,14914
Corn,2525,perishable crops,Refrigerated Van,N1,2869
Cows,4417,livestock,Livestock Truck,N2,9866
Eggs,14614,crops,Container Truck,N3,16596
Vegetables,14697,crops,10-Wheeler Truck,N3,14842
Frozen Fish,8525,livestock,Livestock Truck,N2,10334
Meat,175,crops,Tricycle,L,447
Fruits,17737,livestock,Heavy Livestock Trailer,N3,15092
Frozen Fish,115,crops,Motorcycle with Sidecar,L,405
Eggs,2988,crops,Open Truck,N1,2533
Meat,1617,crops,Pickup Truck,N1,1025
Vegetables,11755,perishable crops,Refrigerated Truck,N2,7891
Meat,17838,crops,Container Truck,N3,19833
Meat,14396,crops,10-Wheeler Truck,N3,14968
Goats,10600,livestock,Livestock Truck,N2,11186
Frozen Fish,14482,livestock,Heavy Livestock Trailer,N3,16800
Rice,15495,crops,10-Wheeler Truck,N3,13974
Vegetables,17265,crops,10-Wheeler Truck,N3,14771
Fruits,14703,livestock,Heavy Livestock Trailer,N3,16316
Vegetables,10649,crops,Elf Truck,N2,4002
Frozen Fish,4557,crops,Elf Truck,N2,5026
Frozen Fish,1505,livestock,Mini Livestock Truck,N1,1993
Eggs,12322,crops,Container Truck,N3,16472
Rice,6222,perishable crops,Refrigerated Truck,N2,10799
Goats,10470,perishable crops,Refrigerated Truck,N2,6038
Eggs,17874,crops,10-Wheeler Truck,N3,14426
Fruits,5462,crops,Elf Truck,N2,5697
Corn,10932,crops,Elf Truck,N2,6666
Meat,5472,livestock,Livestock Truck,N2,10673
Pigs,6916,perishable crops,Refrigerated Truck,N2,6009
Leafy Greens,15074,livestock,Heavy Livestock Trailer,N3,16163
Rice,14668,crops,Container Truck,N3,15551
Rice,8459,crops,Elf Truck,N2,6461
Eggs,15201,livestock,Heavy Livestock Trailer,N3,14951
Fruits,17495,livestock,Heavy Livestock Trailer,N3,17526
Meat,1512,crops,Open Truck,N1,1642
Rice,14889,crops,Container Truck,N3,16607
Rice,13224,crops,Container Truck,N3,15553
Fruits,11220,perishable crops,Refrigerated Truck,N2,10688
Goats,13297,crops,Container Truck,N3,16173
Cows,3825,crops,Elf Truck,N2,6030
Chickens,2826,crops,Multicab,N1,1030
Cows,13646,crops,10-Wheeler Truck,N3,13563
Fruits,16833,crops,Container Truck,N3,19540
Goats,1343,livestock,Mini Livestock Truck,N1,2866
Corn,14675,crops,Container Truck,N3,19341
Corn,11328,crops,Elf Truck,N2,6795
Meat,9642,livestock,Livestock Truck,N2,5481
Leafy Greens,7827,livestock,Livestock Truck,N2,9485
Rice,3972,crops,Elf Truck,N2,7802
Goats,2198,livestock,Mini Livestock Truck,N1,1106
Corn,2813,crops,Multicab,N1,912
Rice,3011,perishable crops,Refrigerated Van,N1,2123
Chickens,6544,crops,Elf Truck,N2,6412
Vegetables,7488,perishable crops,Refrigerated Truck,N2,7935
Vegetables,5813,livestock,Livestock Truck,N2,10333
Goats,16732,crops,Container Truck,N3,15639
Eggs,283,crops,Motorcycle with Sidecar,L,410
Meat,15889,crops,Container Truck,N3,19508
Leafy Greens,1221,perishable crops,Refrigerated Van,N1,1737
Meat,14199,crops,Container Truck,N3,15278
Eggs,9080,livestock,Livestock Truck,N2,7044
Chickens,7007,perishable crops,Refrigerated Truck,N2,7629
Chickens,3119,crops,Multicab,N1,1354
Corn,15625,crops,Container Truck,N3,16618
Corn,17977,crops,Container Truck,N3,16736
Rice,14237,crops,10-Wheeler Truck,N3,13946
Corn,5998,crops,Elf Truck,N2,4885
Fruits,15433,livestock,Heavy Livestock Trailer,N3,15311
Frozen Fish,4202,perishable crops,Refrigerated Truck,N2,8681
Frozen Fish,10494,perishable crops,Refrigerated Truck,N2,9138
Pigs,10902,crops,Elf Truck,N2,5345
Vegetables,8075,livestock,Livestock Truck,N2,9623
Rice,12141,crops,Container Truck,N3,16719
Eggs,11879,livestock,Livestock Truck,N2,8020
Pigs,7298,crops,Elf Truck,N2,5971
Vegetables,11995,crops,Elf Truck,N2,6781
Goats,12006,crops,10-Wheeler Truck,N3,13166
Vegetables,4339,livestock,Livestock Truck,N2,10166
Cows,5074,crops,Elf Truck,N2,6661
Vegetables,11146,livestock,Livestock Truck,N2,5327
Meat,12162,crops,Container Truck,N3,18200
Pigs,1701,crops,Pickup Truck,N1,1095
Eggs,10452,perishable crops,Refrigerated Truck,N2,9064
Fruits,14093,livestock,Heavy Livestock Trailer,N3,16563
Vegetables,15307,livestock,Heavy Livestock Trailer,N3,16305
Goats,9476,crops,Elf Truck,N2,5323
Pigs,10248,crops,Elf Truck,N2,6897
Chickens,11529,livestock,Livestock Truck,N2,5433
Frozen Fish,10919,livestock,Livestock Truck,N2,11630
Meat,13913,livestock,Heavy Livestock Trailer,N3,15795
Pigs,16858,livestock,Heavy Livestock Trailer,N3,15239
Cows,13402,livestock,Heavy Livestock Trailer,N3,15502
Rice,1268,crops,Open Truck,N1,2995
Rice,15219,livestock,Heavy Livestock Trailer,N3,16940
Pigs,12994,livestock,Heavy Livestock Trailer,N3,14697
Frozen Fish,6291,crops,Elf Truck,N2,7533
Corn,17458,crops,Container Truck,N3,16737
Fruits,3093,crops,Delivery Van,N1,2127
Corn,1669,crops,Pickup Truck,N1,1862
Corn,17248,crops,10-Wheeler Truck,N3,14466
Goats,14266,livestock,Heavy Livestock Trailer,N3,15209
Goats,6054,perishable crops,Refrigerated Truck,N2,9890
Cows,2448,perishable crops,Refrigerated Van,N1,1812
Vegetables,1033,perishable crops,Refrigerated Van,N1,2729
Cows,12638,crops,Container Truck,N3,17466
Meat,804,crops,Delivery Van,N1,2389
Pigs,5217,livestock,Livestock Truck,N2,5385
Vegetables,17799,crops,10-Wheeler Truck,N3,14282
Leafy Greens,8098,crops,Elf Truck,N2,7683
Rice,7002,crops,Elf Truck,N2,5786
Chickens,5819,crops,Elf Truck,N2,5348
Pigs,2616,livestock,Mini Livestock Truck,N1,1654
Frozen Fish,8377,perishable crops,Refrigerated Truck,N2,7572
Goats,16086,crops,10-Wheeler Truck,N3,14688
Pigs,7607,perishable crops,Refrigerated Truck,N2,9505
Leafy Greens,11646,perishable crops,Refrigerated Truck,N2,10039
Corn,6602,livestock,Livestock Truck,N2,5349
Eggs,7737,crops,Elf Truck,N2,7248
Corn,17230,crops,Container Truck,N3,16112
Pigs,2434,crops,Open Truck,N1,2740
Rice,8894,crops,Elf Truck,N2,7854
Pigs,3172,perishable crops,Refrigerated Van,N1,2163
Rice,9100,crops,Elf Truck,N2,5819
Fruits,16770,livestock,Heavy Livestock Trailer,N3,16030
Chickens,2343,crops,Delivery Van,N1,2343
Meat,10218,livestock,Livestock Truck,N2,9381
Frozen Fish,3590,crops,Elf Truck,N2,6385
Fruits,15149,crops,Container Truck,N3,15083
Frozen Fish,671,livestock,Mini Livestock Truck,N1,2292
Vegetables,611,crops,Pickup Truck,N1,1669
Pigs,232,crops,Tricycle,L,414
Meat,15090,livestock,Heavy Livestock Trailer,N3,15536
Vegetables,5078,perishable crops,Refrigerated Truck,N2,6774
Corn,124,crops,Motorcycle with Sidecar,L,313
Chickens,627,livestock,Mini Livestock Truck,N1,1598
Rice,2942,crops,Open Truck,N1,1845
Leafy Greens,12867,crops,Container Truck,N3,18427
Rice,5369,livestock,Livestock Truck,N2,7422
Vegetables,13480,crops,10-Wheeler Truck,N3,14145
Vegetables,3299,crops,Pickup Truck,N1,1952
Vegetables,12732,crops,Container Truck,N3,15919
Cows,1730,crops,Pickup Truck,N1,1594
Fruits,5151,livestock,Livestock Truck,N2,9648
Goats,10618,livestock,Livestock Truck,N2,11476
Frozen Fish,333,crops,Motorcycle with Sidecar,L,305
Pigs,3736,livestock,Livestock Truck,N2,8528
Meat,5394,livestock,Livestock Truck,N2,7506
Meat,12190,crops,10-Wheeler Truck,N3,13130
Pigs,3432,livestock,Mini Livestock Truck,N1,3310
Leafy Greens,14961,crops,Container Truck,N3,16884
Eggs,10204,perishable crops,Refrigerated Truck,N2,6010
Cows,8448,livestock,Livestock Truck,N2,7755
Eggs,17919,livestock,Heavy Livestock Trailer,N3,14069
Pigs,11050,perishable crops,Refrigerated Truck,N2,6247
Fruits,1000,crops,Multicab,N1,805
Goats,5852,livestock,Livestock Truck,N2,10760
Rice,9000,crops,Elf Truck,N2,6056
Cows,15768,crops,Container Truck,N3,16432
Goats,5214,crops,Elf Truck,N2,6389
Pigs,16320,crops,Container Truck,N3,18745
Corn,13004,crops,10-Wheeler Truck,N3,14871
Rice,14857,crops,10-Wheeler Truck,N3,14175
Chickens,16381,crops,10-Wheeler Truck,N3,13850
Cows,6362,perishable crops,Refrigerated Truck,N2,8785
Goats,15052,livestock,Heavy Livestock Trailer,N3,15969
Cows,6259,perishable crops,Refrigerated Truck,N2,7968
Pigs,9054,perishable crops,Refrigerated Truck,N2,6468
Frozen Fish,6724,crops,Elf Truck,N2,4460
Fruits,11460,livestock,Livestock Truck,N2,9971
Goats,9511,livestock,Livestock Truck,N2,8913
Eggs,14245,crops,10-Wheeler Truck,N3,13295
Chickens,2307,crops,Open Truck,N1,1960
Corn,15994,crops,Container Truck,N3,15843
Pigs,2224,crops,Open Truck,N1,1959
Vegetables,9196,livestock,Livestock Truck,N2,8814
Leafy Greens,7959,crops,Elf Truck,N2,6919
Goats,10328,crops,Elf Truck,N2,4446
Cows,14686,livestock,Heavy Livestock Trailer,N3,17109
Cows,1022,perishable crops,Refrigerated Van,N1,2217
Corn,16381,crops,10-Wheeler Truck,N3,13852
Meat,7450,perishable crops,Refrigerated Truck,N2,7077
Leafy Greens,4934,crops,Elf Truck,N2,6763
Eggs,17548,crops,Container Truck,N3,18443
Rice,1451,crops,Delivery Van,N1,1965
Meat,8544,perishable crops,Refrigerated Truck,N2,6013
Vegetables,6244,perishable crops,Refrigerated Truck,N2,9424
Pigs,10289,livestock,Livestock Truck,N2,11628
Eggs,7011,livestock,Livestock Truck,N2,6126
Chickens,12155,livestock,Heavy Livestock Trailer,N3,16657
Frozen Fish,5372,crops,Elf Truck,N2,5609
Leafy Greens,11555,livestock,Livestock Truck,N2,6140
Goats,14925,crops,Container Truck,N3,17350
Leafy Greens,2887,perishable crops,Refrigerated Van,N1,2841
Rice,10981,perishable crops,Refrigerated Truck,N2,8595
Chickens,10034,perishable crops,Refrigerated Truck,N2,6259
Vegetables,4795,crops,Elf Truck,N2,6909
Vegetables,10845,crops,Elf Truck,N2,7416
Meat,3892,crops,Elf Truck,N2,7411
Fruits,14766,crops,Container Truck,N3,19353
Meat,876,crops,Multicab,N1,1382
Leafy Greens,9016,perishable crops,Refrigerated Truck,N2,9627
Rice,1042,livestock,Mini Livestock Truck,N1,2693
Goats,4700,perishable crops,Refrigerated Truck,N2,9058
Fruits,12716,livestock,Heavy Livestock Trailer,N3,17427
Meat,862,livestock,Mini Livestock Truck,N1,1379
Chickens,12780,crops,Container Truck,N3,16170
Vegetables,2609,perishable crops,Refrigerated Van,N1,2388
Fruits,1512,crops,Delivery Van,N1,2388
Eggs,9384,crops,Elf Truck,N2,5707
Meat,12741,crops,10-Wheeler Truck,N3,13813
Eggs,16449,crops,10-Wheeler Truck,N3,14119
Meat,3183,crops,Open Truck,N1,1577
Frozen Fish,1108,perishable crops,Refrigerated Van,N1,2644
Fruits,15368,crops,Container Truck,N3,18590
Vegetables,5821,crops,Elf Truck,N2,5599
Goats,14914,livestock,Heavy Livestock Trailer,N3,14437
Corn,16334,livestock,Heavy Livestock Trailer,N3,16619
Cows,4099,livestock,Livestock Truck,N2,9141
Rice,7841,livestock,Livestock Truck,N2,6164
Goats,1375,perishable crops,Refrigerated Van,N1,2300
Vegetables,10858,livestock,Livestock Truck,N2,6547
Frozen Fish,3234,crops,Open Truck,N1,2877
Rice,9546,crops,Elf Truck,N2,7768
Fruits,14954,livestock,Heavy Livestock Trailer,N3,16829
Pigs,6458,livestock,Livestock Truck,N2,11486
Goats,7543,livestock,Livestock Truck,N2,5893
Cows,17180,crops,Container Truck,N3,15591
Eggs,13125,crops,Container Truck,N3,16590
Eggs,12077,crops,10-Wheeler Truck,N3,13554
Frozen Fish,10361,crops,Elf Truck,N2,4240
Meat,11054,crops,Elf Truck,N2,5423
Fruits,11844,livestock,Livestock Truck,N2,10620
Chickens,4411,crops,Elf Truck,N2,5302
Pigs,13006,crops,Container Truck,N3,18447
Eggs,12762,crops,Container Truck,N3,15329
Frozen Fish,1491,crops,Pickup Truck,N1,1410
Chickens,10547,crops,Elf Truck,N2,5408
Cows,13299,crops,Container Truck,N3,17249
Eggs,9384,crops,Elf Truck,N2,7951
Pigs,5870,livestock,Livestock Truck,N2,9522
Vegetables,4671,crops,Elf Truck,N2,6119
Meat,9579,perishable crops,Refrigerated Truck,N2,8419
Goats,4836,perishable crops,Refrigerated Truck,N2,8619
Corn,11552,crops,Elf Truck,N2,4915
Goats,6609,livestock,Livestock Truck,N2,11370
Rice,7900,livestock,Livestock Truck,N2,6073
Pigs,14432,crops,10-Wheeler Truck,N3,13022
Corn,11493,crops,Elf Truck,N2,7121
Frozen Fish,9884,livestock,Livestock Truck,N2,9267
Meat,3034,perishable crops,Refrigerated Van,N1,2354
Goats,10941,perishable crops,Refrigerated Truck,N2,7406
Eggs,10292,perishable crops,Refrigerated Truck,N2,11129
Goats,12500,crops,Container Truck,N3,18512
Cows,3559,perishable crops,Refrigerated Truck,N2,8590
Goats,7442,perishable crops,Refrigerated Truck,N2,11916
Meat,6021,crops,Elf Truck,N2,7505
Frozen Fish,16286,livestock,Heavy Livestock Trailer,N3,14984
Frozen Fish,10560,crops,Elf Truck,N2,4226
Corn,2712,crops,Multicab,N1,1035
Meat,9957,perishable crops,Refrigerated Truck,N2,9975
Vegetables,956,crops,Open Truck,N1,2947
Fruits,14874,crops,Container Truck,N3,15688
Meat,7259,livestock,Livestock Truck,N2,7512
Vegetables,15571,crops,Container Truck,N3,18834
Frozen Fish,15317,livestock,Heavy Livestock Trailer,N3,16461
Eggs,14220,livestock,Heavy Livestock Trailer,N3,16976
Pigs,5427,livestock,Livestock Truck,N2,8152
Frozen Fish,2298,crops,Open Truck,N1,1904
Fruits,14299,crops,Container Truck,N3,17519
Corn,6973,livestock,Livestock Truck,N2,8988
Meat,5676,perishable crops,Refrigerated Truck,N2,6905
Corn,15529,livestock,Heavy Livestock Trailer,N3,16207
Leafy Greens,13855,crops,Container Truck,N3,18171
Fruits,6255,crops,Elf Truck,N2,4615
Eggs,3152,crops,Pickup Truck,N1,1253
Corn,17389,crops,10-Wheeler Truck,N3,14058
Fruits,5987,livestock,Livestock Truck,N2,7186
Cows,15015,livestock,Heavy Livestock Trailer,N3,17097
Frozen Fish,10892,livestock,Livestock Truck,N2,11664
Cows,12783,crops,10-Wheeler Truck,N3,14460
Meat,11894,perishable crops,Refrigerated Truck,N2,9247
Frozen Fish,4381,perishable crops,Refrigerated Truck,N2,10145
Cows,4647,livestock,Livestock Truck,N2,9479
Pigs,3478,crops,Pickup Truck,N1,1267
Pigs,12606,crops,10-Wheeler Truck,N3,13796
Meat,2369,crops,Delivery Van,N1,1518
Rice,11987,perishable crops,Refrigerated Truck,N2,10558
Eggs,8274,livestock,Livestock Truck,N2,9001
Cows,14549,crops,Container Truck,N3,19874
Corn,9300,crops,Elf Truck,N2,6786
Rice,7127,perishable crops,Refrigerated Truck,N2,6248
Corn,17222,livestock,Heavy Livestock Trailer,N3,14484
Chickens,8080,crops,Elf Truck,N2,4187
Fruits,11875,crops,Elf Truck,N2,5095
Goats,2130,crops,Open Truck,N1,2711
Chickens,14326,crops,Container Truck,N3,16646
Corn,16260,crops,Container Truck,N3,19107
Frozen Fish,14306,livestock,Heavy Livestock Trailer,N3,16502
Leafy Greens,13466,crops,10-Wheeler Truck,N3,14724
Pigs,6837,crops,Elf Truck,N2,6438
Corn,4181,crops,Elf Truck,N2,7002
Cows,17422,crops,10-Wheeler Truck,N3,14154
Frozen Fish,2505,crops,Multicab,N1,1201
Chickens,5427,livestock,Livestock Truck,N2,9510
Leafy Greens,5624,crops,Elf Truck,N2,4781
Pigs,10997,crops,Elf Truck,N2,6086
Frozen Fish,14107,crops,Container Truck,N3,17167
Vegetables,3184,perishable crops,Refrigerated Van,N1,2798
Goats,5075,livestock,Livestock Truck,N2,10161
Pigs,292,crops,Motorcycle with Sidecar,L,509
