Product Type,Product Weight (kg),Purpose,Vehicle Type,Vehicle Category,maxWeightCapacity
Pigs,8950,livestock,Heavy Livestock Trailer,N3,15250
Frozen Fish,1680,perishable crops,Refrigerated Van,N1,2970
Meat,1100,perishable crops,Refrigerated Van,N1,1880
Chickens,1130,livestock,Mini Livestock Truck,N1,2030
Leafy Greens,6350,perishable crops,Refrigerated Truck,N2,9250
Cows,14250,livestock,Heavy Livestock Trailer,N3,19050
Frozen Fish,2550,perishable crops,Refrigerated Truck,N2,7250
Goats,520,livestock,Mini Livestock Truck,N1,1580
Pigs,9250,livestock,Heavy Livestock Trailer,N3,16250
Corn,1190,crops,Multicab,N1,2120
Meat,1680,perishable crops,Refrigerated Van,N1,3080
Fruits,800,crops,Multicab,N1,1880
Chickens,1030,livestock,Mini Livestock Truck,N1,2030
Leafy Greens,4950,perishable crops,Refrigerated Truck,N2,8350
Cows,11950,livestock,Heavy Livestock Trailer,N3,17350
Eggs,2280,perishable crops,Refrigerated Truck,N2,5950
Cows,760,livestock,Mini Livestock Truck,N1,1880
Pigs,8250,livestock,Heavy Livestock Trailer,N3,14950
Fruits,5950,crops,Livestock Truck,N2,9250
Chickens,3180,livestock,Mini Livestock Truck,N1,3495
Fruits,9250,crops,Elf Truck,N2,11550
Goats,2480,perishable crops,Refrigerated Van,N1,3420
Corn,7050,perishable crops,Refrigerated Truck,N2,10050
Cows,16050,livestock,Heavy Livestock Trailer,N3,19905
Rice,1890,crops,Multicab,N1,3120
Chickens,1190,livestock,Mini Livestock Truck,N1,1990
Goats,2790,livestock,Mini Livestock Truck,N1,3410
Rice,7250,crops,Elf Truck,N2,10950
Meat,2520,perishable crops,Refrigerated Van,N1,3498
Corn,1990,crops,Multicab,N1,3290
Eggs,7050,perishable crops,Refrigerated Truck,N2,10050
Leafy Greens,695,crops,Tricycle,L1,1015
Meat,10150,perishable crops,Refrigerated Truck,N2,11910
Pigs,795,livestock,Mini Livestock Truck,N1,1730
Frozen Fish,1495,perishable crops,Refrigerated Van,N1,2860
Rice,7050,crops,Elf Truck,N2,10400
Chickens,16050,livestock,Heavy Livestock Trailer,N3,19910
Meat,11050,perishable crops,Refrigerated Truck,N2,11989
Pigs,8050,livestock,Heavy Livestock Trailer,N3,15050
Goats,9050,livestock,Livestock Truck,N2,11900
Fruits,1860,crops,Multicab,N1,3160
Chickens,1460,livestock,Mini Livestock Truck,N1,2090
Goats,3160,livestock,Mini Livestock Truck,N1,3500
Corn,9050,crops,Elf Truck,N2,11880
Meat,2860,perishable crops,Refrigerated Van,N1,3500
Rice,795,crops,Tricycle,L1,1095
Goats,7450,livestock,Livestock Truck,N2,11050
Leafy Greens,1460,perishable crops,Refrigerated Van,N1,2790
Eggs,1090,perishable crops,Refrigerated Van,N1,1890
Pigs,1090,livestock,Mini Livestock Truck,N1,1990
Meat,6650,perishable crops,Refrigerated Truck,N2,9950
Cows,14350,livestock,Heavy Livestock Trailer,N3,19250
Eggs,2160,perishable crops,Refrigerated Truck,N2,5950
Cows,1090,livestock,Mini Livestock Truck,N1,2090
Chickens,10350,livestock,Heavy Livestock Trailer,N3,16850
Fruits,1290,crops,Multicab,N1,2195
Pigs,2290,livestock,Mini Livestock Truck,N1,3395
Fruits,8950,crops,Elf Truck,N2,11750
Leafy Greens,2390,perishable crops,Refrigerated Van,N1,3490
Corn,6950,perishable crops,Refrigerated Truck,N2,9950
Cows,15950,livestock,Heavy Livestock Trailer,N3,19945
Rice,2090,crops,Multicab,N1,3390
Chickens,1690,livestock,Mini Livestock Truck,N1,2190
Goats,3050,livestock,Mini Livestock Truck,N1,3500
Rice,8950,crops,Elf Truck,N2,11895
Meat,2690,perishable crops,Refrigerated Van,N1,3500
Corn,2190,crops,Multicab,N1,3490
Eggs,7950,perishable crops,Refrigerated Truck,N2,10950
Leafy Greens,995,crops,Tricycle,L1,1295
Meat,10950,perishable crops,Refrigerated Truck,N2,11978
Pigs,1090,livestock,Mini Livestock Truck,N1,1995
Frozen Fish,1790,perishable crops,Refrigerated Van,N1,3090
Rice,7950,crops,Elf Truck,N2,11250
Chickens,16950,livestock,Heavy Livestock Trailer,N3,19978
Meat,11950,perishable crops,Refrigerated Truck,N2,11994
Pigs,8950,livestock,Heavy Livestock Trailer,N3,15950
Goats,9950,livestock,Livestock Truck,N2,11978
Fruits,1990,crops,Multicab,N1,3290
Chickens,1890,livestock,Mini Livestock Truck,N1,2390
Goats,3350,livestock,Mini Livestock Truck,N1,3500
Corn,9950,crops,Elf Truck,N2,11945
Meat,2990,perishable crops,Refrigerated Van,N1,3500
Rice,995,crops,Tricycle,L1,1295
Goats,8350,livestock,Livestock Truck,N2,11790
Leafy Greens,1590,perishable crops,Refrigerated Van,N1,2890
Eggs,1190,perishable crops,Refrigerated Van,N1,1990
Pigs,1190,livestock,Mini Livestock Truck,N1,2090
Meat,7350,perishable crops,Refrigerated Truck,N2,10650
Cows,14950,livestock,Heavy Livestock Trailer,N3,19750
Eggs,2290,perishable crops,Refrigerated Truck,N2,6350
Cows,1190,livestock,Mini Livestock Truck,N1,2190
Chickens,10950,livestock,Heavy Livestock Trailer,N3,17350
Fruits,1390,crops,Multicab,N1,2295
Pigs,2390,livestock,Mini Livestock Truck,N1,3490
Fruits,9550,crops,Elf Truck,N2,11895
Leafy Greens,2490,perishable crops,Refrigerated Van,N1,3500
Corn,7350,perishable crops,Refrigerated Truck,N2,10350
Cows,16550,livestock,Heavy Livestock Trailer,N3,19978
Rice,2190,crops,Multicab,N1,3490
Chickens,1990,livestock,Mini Livestock Truck,N1,2490
Goats,3150,livestock,Mini Livestock Truck,N1,3500
Rice,9550,crops,Elf Truck,N2,11945
Meat,2790,perishable crops,Refrigerated Van,N1,3500
Corn,2290,crops,Multicab,N1,3500
Eggs,8550,perishable crops,Refrigerated Truck,N2,11550
Leafy Greens,1095,crops,Tricycle,L1,1395
Meat,11550,perishable crops,Refrigerated Truck,N2,11991
Pigs,1190,livestock,Mini Livestock Truck,N1,2095
Frozen Fish,1890,perishable crops,Refrigerated Van,N1,3195
Rice,8550,crops,Elf Truck,N2,11450
Chickens,17550,livestock,Heavy Livestock Trailer,N3,19991
Meat,12550,perishable crops,Refrigerated Truck,N2,11998
Pigs,9550,livestock,Heavy Livestock Trailer,N3,16550
Goats,10550,livestock,Livestock Truck,N2,11991
Fruits,2090,crops,Multicab,N1,3390
Chickens,2090,livestock,Mini Livestock Truck,N1,2590
Goats,3450,livestock,Mini Livestock Truck,N1,3500
Corn,10550,crops,Elf Truck,N2,11978
Meat,3090,perishable crops,Refrigerated Van,N1,3500
Rice,1095,crops,Tricycle,L1,1395
Goats,9050,livestock,Livestock Truck,N2,11905
Leafy Greens,1690,perishable crops,Refrigerated Van,N1,2990
Eggs,1290,perishable crops,Refrigerated Van,N1,2095
Pigs,1290,livestock,Mini Livestock Truck,N1,2195
Meat,8050,perishable crops,Refrigerated Truck,N2,11280
Cows,15550,livestock,Heavy Livestock Trailer,N3,19895
Eggs,2390,perishable crops,Refrigerated Truck,N2,6480
Cows,1290,livestock,Mini Livestock Truck,N1,2295
Chickens,11550,livestock,Heavy Livestock Trailer,N3,18050
Fruits,1490,crops,Multicab,N1,2395
Pigs,2490,livestock,Mini Livestock Truck,N1,3500
Fruits,10050,crops,Elf Truck,N2,11958
Leafy Greens,2590,perishable crops,Refrigerated Van,N1,3500
Corn,8050,perishable crops,Refrigerated Truck,N2,11050
Cows,17050,livestock,Heavy Livestock Trailer,N3,19991
Rice,2290,crops,Multicab,N1,3500
Chickens,2190,livestock,Mini Livestock Truck,N1,2690
Goats,3250,livestock,Mini Livestock Truck,N1,3500
Rice,10050,crops,Elf Truck,N2,11984
Meat,2890,perishable crops,Refrigerated Van,N1,3500
Corn,2390,crops,Multicab,N1,3500
Eggs,9050,perishable crops,Refrigerated Truck,N2,11855
Leafy Greens,1195,crops,Tricycle,L1,1495
Meat,12050,perishable crops,Refrigerated Truck,N2,11996
Pigs,1290,livestock,Mini Livestock Truck,N1,2195
Frozen Fish,1990,perishable crops,Refrigerated Van,N1,3295
Rice,9050,crops,Elf Truck,N2,11805
Chickens,18050,livestock,Heavy Livestock Trailer,N3,19996
Meat,13050,perishable crops,Refrigerated Truck,N2,11999
Pigs,10050,livestock,Heavy Livestock Trailer,N3,17050
Goats,11050,livestock,Livestock Truck,N2,11996
Fruits,2190,crops,Multicab,N1,3490
Chickens,2290,livestock,Mini Livestock Truck,N1,2790
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Corn,11050,crops,Elf Truck,N2,11991
Meat,3190,perishable crops,Refrigerated Van,N1,3500
Rice,1195,crops,Tricycle,L1,1495
Goats,9550,livestock,Livestock Truck,N2,11958
Leafy Greens,1790,perishable crops,Refrigerated Van,N1,3095
Eggs,1390,perishable crops,Refrigerated Van,N1,2195
Pigs,1390,livestock,Mini Livestock Truck,N1,2295
Meat,8550,perishable crops,Refrigerated Truck,N2,11580
Cows,16050,livestock,Heavy Livestock Trailer,N3,19958
Eggs,2490,perishable crops,Refrigerated Truck,N2,6780
Cows,1390,livestock,Mini Livestock Truck,N1,2395
Chickens,12050,livestock,Heavy Livestock Trailer,N3,18580
Fruits,1590,crops,Multicab,N1,2495
Pigs,2590,livestock,Mini Livestock Truck,N1,3500
Fruits,10600,crops,Elf Truck,N2,11987
Leafy Greens,2690,perishable crops,Refrigerated Van,N1,3500
Corn,8550,perishable crops,Refrigerated Truck,N2,11580
Cows,17550,livestock,Heavy Livestock Trailer,N3,19996
Rice,2390,crops,Multicab,N1,3500
Chickens,2390,livestock,Mini Livestock Truck,N1,2890
Goats,3290,livestock,Mini Livestock Truck,N1,3500
Rice,10600,crops,Elf Truck,N2,11989
Meat,2990,perishable crops,Refrigerated Van,N1,3500
Corn,2490,crops,Multicab,N1,3500
Eggs,9550,perishable crops,Refrigerated Truck,N2,11905
Leafy Greens,1295,crops,Tricycle,L1,1595
Meat,12550,perishable crops,Refrigerated Truck,N2,11998
Pigs,1390,livestock,Mini Livestock Truck,N1,2295
Frozen Fish,2090,perishable crops,Refrigerated Van,N1,3395
Rice,9550,crops,Elf Truck,N2,11895
Chickens,18550,livestock,Heavy Livestock Trailer,N3,19998
Meat,13550,perishable crops,Refrigerated Truck,N2,11999
Pigs,10550,livestock,Heavy Livestock Trailer,N3,17580
Goats,11550,livestock,Livestock Truck,N2,11998
Fruits,2290,crops,Multicab,N1,3500
Chickens,2490,livestock,Mini Livestock Truck,N1,2990
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Corn,11550,crops,Elf Truck,N2,11996
Meat,3290,perishable crops,Refrigerated Van,N1,3500
Rice,1295,crops,Tricycle,L1,1595
Goats,10050,livestock,Livestock Truck,N2,11987
Leafy Greens,1890,perishable crops,Refrigerated Van,N1,3195
Eggs,1490,perishable crops,Refrigerated Van,N1,2295
Pigs,1490,livestock,Mini Livestock Truck,N1,2395
Meat,9050,perishable crops,Refrigerated Truck,N2,11805
Cows,16550,livestock,Heavy Livestock Trailer,N3,19980
Eggs,2590,perishable crops,Refrigerated Truck,N2,6980
Cows,1490,livestock,Mini Livestock Truck,N1,2495
Chickens,12550,livestock,Heavy Livestock Trailer,N3,19050
Fruits,1690,crops,Multicab,N1,2595
Pigs,2690,livestock,Mini Livestock Truck,N1,3500
Fruits,11050,crops,Elf Truck,N2,11989
Leafy Greens,2790,perishable crops,Refrigerated Van,N1,3500
Corn,9050,perishable crops,Refrigerated Truck,N2,11805
Cows,18050,livestock,Heavy Livestock Trailer,N3,19998
Rice,2490,crops,Multicab,N1,3500
Chickens,2590,livestock,Mini Livestock Truck,N1,3090
Goats,3390,livestock,Mini Livestock Truck,N1,3500
Rice,11050,crops,Elf Truck,N2,11994
Meat,3090,perishable crops,Refrigerated Van,N1,3500
Corn,2590,crops,Multicab,N1,3500
Eggs,10050,perishable crops,Refrigerated Truck,N2,11958
Leafy Greens,1395,crops,Tricycle,L1,1695
Meat,13050,perishable crops,Refrigerated Truck,N2,11999
Pigs,1490,livestock,Mini Livestock Truck,N1,2395
Frozen Fish,2190,perishable crops,Refrigerated Van,N1,3495
Rice,10050,crops,Elf Truck,N2,11958
Chickens,19050,livestock,Heavy Livestock Trailer,N3,19999
Meat,14050,perishable crops,Refrigerated Truck,N2,11999
Pigs,11050,livestock,Heavy Livestock Trailer,N3,18050
Goats,12050,livestock,Livestock Truck,N2,11999
Fruits,2390,crops,Multicab,N1,3500
Chickens,2690,livestock,Mini Livestock Truck,N1,3190
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Corn,12050,crops,Elf Truck,N2,11998
Meat,3390,perishable crops,Refrigerated Van,N1,3500
Rice,1395,crops,Tricycle,L1,1695
Goats,10550,livestock,Livestock Truck,N2,11989
Leafy Greens,1990,perishable crops,Refrigerated Van,N1,3295
Eggs,1590,perishable crops,Refrigerated Van,N1,2395
Pigs,1590,livestock,Mini Livestock Truck,N1,2495
Meat,9550,perishable crops,Refrigerated Truck,N2,11895
Cows,17050,livestock,Heavy Livestock Trailer,N3,19991
Eggs,2690,perishable crops,Refrigerated Truck,N2,7180
Cows,1590,livestock,Mini Livestock Truck,N1,2595
Chickens,13050,livestock,Heavy Livestock Trailer,N3,19580
Fruits,1790,crops,Multicab,N1,2695
Pigs,2790,livestock,Mini Livestock Truck,N1,3500
Fruits,11550,crops,Elf Truck,N2,11994
Leafy Greens,2890,perishable crops,Refrigerated Van,N1,3500
Corn,9550,perishable crops,Refrigerated Truck,N2,11895
Cows,18550,livestock,Heavy Livestock Trailer,N3,19999
Rice,2590,crops,Multicab,N1,3500
Chickens,2790,livestock,Mini Livestock Truck,N1,3290
Goats,3490,livestock,Mini Livestock Truck,N1,3500
Rice,11550,crops,Elf Truck,N2,11998
Meat,3190,perishable crops,Refrigerated Van,N1,3500
Corn,2690,crops,Multicab,N1,3500
Eggs,10550,perishable crops,Refrigerated Truck,N2,11987
Leafy Greens,1495,crops,Tricycle,L1,1795
Meat,13550,perishable crops,Refrigerated Truck,N2,11999
Pigs,1590,livestock,Mini Livestock Truck,N1,2495
Frozen Fish,2290,perishable crops,Refrigerated Van,N1,3500
Rice,10550,crops,Elf Truck,N2,11987
Chickens,19550,livestock,Heavy Livestock Trailer,N3,19999
Meat,14550,perishable crops,Refrigerated Truck,N2,11999
Pigs,11550,livestock,Heavy Livestock Trailer,N3,18580
Goats,12550,livestock,Livestock Truck,N2,11999
Fruits,2490,crops,Multicab,N1,3500
Chickens,2790,livestock,Mini Livestock Truck,N1,3295
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Corn,12550,crops,Elf Truck,N2,11999
Meat,3490,perishable crops,Refrigerated Van,N1,3500
Rice,1495,crops,Tricycle,L1,1795
Goats,10850,livestock,Livestock Truck,N2,11989
Leafy Greens,2050,perishable crops,Refrigerated Van,N1,3350
Eggs,1620,perishable crops,Refrigerated Van,N1,2420
Pigs,1620,livestock,Mini Livestock Truck,N1,2520
Meat,9900,perishable crops,Refrigerated Truck,N2,11945
Cows,17150,livestock,Heavy Livestock Trailer,N3,19992
Eggs,2720,perishable crops,Refrigerated Truck,N2,7380
Cows,1620,livestock,Mini Livestock Truck,N1,2620
Chickens,13150,livestock,Heavy Livestock Trailer,N3,19650
Fruits,1820,crops,Multicab,N1,2720
Pigs,2820,livestock,Mini Livestock Truck,N1,3500
Fruits,11750,crops,Elf Truck,N2,11998
Leafy Greens,2920,perishable crops,Refrigerated Van,N1,3500
Corn,9900,perishable crops,Refrigerated Truck,N2,11945
Cows,18750,livestock,Heavy Livestock Trailer,N3,19999
Rice,2620,crops,Multicab,N1,3500
Chickens,2820,livestock,Mini Livestock Truck,N1,3320
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Rice,11750,crops,Elf Truck,N2,11998
Meat,3220,perishable crops,Refrigerated Van,N1,3500
Corn,2720,crops,Multicab,N1,3500
Eggs,10750,perishable crops,Refrigerated Truck,N2,11989
Leafy Greens,1520,crops,Tricycle,L1,1820
Meat,13750,perishable crops,Refrigerated Truck,N2,11999
Pigs,1620,livestock,Mini Livestock Truck,N1,2520
Frozen Fish,2320,perishable crops,Refrigerated Van,N1,3500
Rice,10750,crops,Elf Truck,N2,11989
Chickens,19750,livestock,Heavy Livestock Trailer,N3,19999
Meat,14750,perishable crops,Refrigerated Truck,N2,11999
Pigs,11750,livestock,Heavy Livestock Trailer,N3,18750
Goats,12750,livestock,Livestock Truck,N2,11999
Fruits,2520,crops,Multicab,N1,3500
Chickens,2820,livestock,Mini Livestock Truck,N1,3350
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Corn,12750,crops,Elf Truck,N2,11999
Meat,3500,perishable crops,Refrigerated Van,N1,3500
Rice,1520,crops,Tricycle,L1,1820
Goats,10950,livestock,Livestock Truck,N2,11994
Leafy Greens,2120,perishable crops,Refrigerated Van,N1,3420
Eggs,1720,perishable crops,Refrigerated Van,N1,2550
Pigs,1720,livestock,Mini Livestock Truck,N1,2650
Meat,10200,perishable crops,Refrigerated Truck,N2,11965
Cows,17250,livestock,Heavy Livestock Trailer,N3,19993
Eggs,2820,perishable crops,Refrigerated Truck,N2,7480
Cows,1720,livestock,Mini Livestock Truck,N1,2720
Chickens,13250,livestock,Heavy Livestock Trailer,N3,19750
Fruits,1920,crops,Multicab,N1,2820
Pigs,2920,livestock,Mini Livestock Truck,N1,3500
Fruits,11850,crops,Elf Truck,N2,11998
Leafy Greens,3020,perishable crops,Refrigerated Van,N1,3500
Corn,10200,perishable crops,Refrigerated Truck,N2,11965
Cows,18850,livestock,Heavy Livestock Trailer,N3,19999
Rice,2720,crops,Multicab,N1,3500
Chickens,2920,livestock,Mini Livestock Truck,N1,3420
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Rice,11850,crops,Elf Truck,N2,11998
Meat,3320,perishable crops,Refrigerated Van,N1,3500
Corn,2820,crops,Multicab,N1,3500
Eggs,10850,perishable crops,Refrigerated Truck,N2,11991
Leafy Greens,1620,crops,Tricycle,L1,1920
Meat,14250,perishable crops,Refrigerated Truck,N2,11999
Pigs,1720,livestock,Mini Livestock Truck,N1,2650
Frozen Fish,2420,perishable crops,Refrigerated Van,N1,3500
Rice,10850,crops,Elf Truck,N2,11991
Chickens,19850,livestock,Heavy Livestock Trailer,N3,19999
Meat,15250,perishable crops,Refrigerated Truck,N2,11999
Pigs,11850,livestock,Heavy Livestock Trailer,N3,18850
Goats,12850,livestock,Livestock Truck,N2,11999
Fruits,2620,crops,Multicab,N1,3500
Chickens,3020,livestock,Mini Livestock Truck,N1,3500
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Corn,12850,crops,Elf Truck,N2,11999
Meat,3500,perishable crops,Refrigerated Van,N1,3500
Rice,1620,crops,Tricycle,L1,1920
Goats,11150,livestock,Livestock Truck,N2,11996
Leafy Greens,2220,perishable crops,Refrigerated Van,N1,3450
Eggs,1750,perishable crops,Refrigerated Van,N1,2580
Pigs,1750,livestock,Mini Livestock Truck,N1,2680
Meat,10500,perishable crops,Refrigerated Truck,N2,11970
Cows,17350,livestock,Heavy Livestock Trailer,N3,19994
Eggs,2850,perishable crops,Refrigerated Truck,N2,7550
Cows,1750,livestock,Mini Livestock Truck,N1,2750
Chickens,13350,livestock,Heavy Livestock Trailer,N3,19850
Fruits,1950,crops,Multicab,N1,2850
Pigs,2950,livestock,Mini Livestock Truck,N1,3500
Fruits,11950,crops,Elf Truck,N2,11999
Leafy Greens,3150,perishable crops,Refrigerated Van,N1,3500
Corn,10500,perishable crops,Refrigerated Truck,N2,11970
Cows,18985,livestock,Heavy Livestock Trailer,N3,19999
Rice,2750,crops,Multicab,N1,3500
Chickens,2950,livestock,Mini Livestock Truck,N1,3450
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Rice,11950,crops,Elf Truck,N2,11999
Meat,3450,perishable crops,Refrigerated Van,N1,3500
Corn,2850,crops,Multicab,N1,3500
Eggs,11050,perishable crops,Refrigerated Truck,N2,11996
Leafy Greens,1750,crops,Tricycle,L1,1998
Meat,14350,perishable crops,Refrigerated Truck,N2,11999
Pigs,1750,livestock,Mini Livestock Truck,N1,2680
Frozen Fish,2550,perishable crops,Refrigerated Van,N1,3500
Rice,11050,crops,Elf Truck,N2,11996
Chickens,19985,livestock,Heavy Livestock Trailer,N3,19999
Meat,15350,perishable crops,Refrigerated Truck,N2,11999
Pigs,11950,livestock,Heavy Livestock Trailer,N3,18950
Goats,12950,livestock,Livestock Truck,N2,11999
Fruits,2750,crops,Multicab,N1,3500
Chickens,3150,livestock,Mini Livestock Truck,N1,3500
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Corn,12950,crops,Elf Truck,N2,11999
Meat,3500,perishable crops,Refrigerated Van,N1,3500
Rice,1750,crops,Tricycle,L1,1998
Goats,11650,livestock,Livestock Truck,N2,11998
Leafy Greens,2250,perishable crops,Refrigerated Van,N1,3480
Eggs,1780,perishable crops,Refrigerated Van,N1,2610
Pigs,1780,livestock,Mini Livestock Truck,N1,2710
Meat,10650,perishable crops,Refrigerated Truck,N2,11976
Cows,17650,livestock,Heavy Livestock Trailer,N3,19996
Eggs,2880,perishable crops,Refrigerated Truck,N2,7650
Cows,1780,livestock,Mini Livestock Truck,N1,2780
Chickens,13550,livestock,Heavy Livestock Trailer,N3,19970
Fruits,1980,crops,Multicab,N1,2880
Pigs,2980,livestock,Mini Livestock Truck,N1,3500
Fruits,12050,crops,Elf Truck,N2,11999
Leafy Greens,3180,perishable crops,Refrigerated Van,N1,3500
Corn,10650,perishable crops,Refrigerated Truck,N2,11976
Cows,18996,livestock,Heavy Livestock Trailer,N3,19999
Rice,2880,crops,Multicab,N1,3500
Chickens,2980,livestock,Mini Livestock Truck,N1,3480
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Rice,12050,crops,Elf Truck,N2,11999
Meat,3480,perishable crops,Refrigerated Van,N1,3500
Corn,2980,crops,Multicab,N1,3500
Eggs,11150,perishable crops,Refrigerated Truck,N2,11997
Leafy Greens,1780,crops,Tricycle,L1,1999
Meat,14450,perishable crops,Refrigerated Truck,N2,11999
Pigs,1780,livestock,Mini Livestock Truck,N1,2710
Frozen Fish,2600,perishable crops,Refrigerated Van,N1,3500
Rice,11150,crops,Elf Truck,N2,11997
Chickens,19996,livestock,Heavy Livestock Trailer,N3,19999
Meat,15450,perishable crops,Refrigerated Truck,N2,11999
Pigs,12050,livestock,Heavy Livestock Trailer,N3,19050
Goats,13050,livestock,Livestock Truck,N2,11999
Fruits,2680,crops,Multicab,N1,3500
Chickens,3180,livestock,Mini Livestock Truck,N1,3500
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Corn,13050,crops,Elf Truck,N2,11999
Meat,3500,perishable crops,Refrigerated Van,N1,3500
Rice,1800,crops,Tricycle,L1,1999
Goats,11750,livestock,Livestock Truck,N2,11999
Leafy Greens,2280,perishable crops,Refrigerated Van,N1,3480
Eggs,1810,perishable crops,Refrigerated Van,N1,2640
Pigs,1810,livestock,Mini Livestock Truck,N1,2740
Meat,10750,perishable crops,Refrigerated Truck,N2,11979
Cows,17750,livestock,Heavy Livestock Trailer,N3,19997
Eggs,2910,perishable crops,Refrigerated Truck,N2,7750
Cows,1810,livestock,Mini Livestock Truck,N1,2810
Chickens,13650,livestock,Heavy Livestock Trailer,N3,19985
Fruits,2010,crops,Multicab,N1,2910
Pigs,3010,livestock,Mini Livestock Truck,N1,3500
Fruits,12150,crops,Elf Truck,N2,11999
Leafy Greens,3210,perishable crops,Refrigerated Van,N1,3500
Corn,10750,perishable crops,Refrigerated Truck,N2,11979
Cows,18997,livestock,Heavy Livestock Trailer,N3,19999
Rice,2910,crops,Multicab,N1,3500
Chickens,3010,livestock,Mini Livestock Truck,N1,3500
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Rice,12150,crops,Elf Truck,N2,11999
Meat,3440,perishable crops,Refrigerated Van,N1,3500
Corn,3010,crops,Multicab,N1,3500
Eggs,11250,perishable crops,Refrigerated Truck,N2,11998
Leafy Greens,1810,crops,Tricycle,L1,1999
Meat,14550,perishable crops,Refrigerated Truck,N2,11999
Pigs,1810,livestock,Mini Livestock Truck,N1,2740
Frozen Fish,2640,perishable crops,Refrigerated Van,N1,3500
Rice,11250,crops,Elf Truck,N2,11998
Chickens,19997,livestock,Heavy Livestock Trailer,N3,19999
Meat,15550,perishable crops,Refrigerated Truck,N2,11999
Pigs,12150,livestock,Heavy Livestock Trailer,N3,19150
Goats,13150,livestock,Livestock Truck,N2,11999
Fruits,2710,crops,Multicab,N1,3500
Chickens,3210,livestock,Mini Livestock Truck,N1,3500
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Corn,13150,crops,Elf Truck,N2,11999
Meat,3500,perishable crops,Refrigerated Van,N1,3500
Rice,1810,crops,Tricycle,L1,1999
Goats,11850,livestock,Livestock Truck,N2,11999
Leafy Greens,2310,perishable crops,Refrigerated Van,N1,3500
Eggs,1840,perishable crops,Refrigerated Van,N1,2670
Pigs,1840,livestock,Mini Livestock Truck,N1,2770
Meat,10850,perishable crops,Refrigerated Truck,N2,11981
Cows,17850,livestock,Heavy Livestock Trailer,N3,19998
Eggs,2940,perishable crops,Refrigerated Truck,N2,7980
Cows,1840,livestock,Mini Livestock Truck,N1,2840
Chickens,13850,livestock,Heavy Livestock Trailer,N3,19997
Fruits,2040,crops,Multicab,N1,2940
Pigs,3140,livestock,Mini Livestock Truck,N1,3500
Fruits,12250,crops,Elf Truck,N2,11999
Leafy Greens,3240,perishable crops,Refrigerated Van,N1,3500
Corn,10850,perishable crops,Refrigerated Truck,N2,11981
Cows,18998,livestock,Heavy Livestock Trailer,N3,19999
Rice,2940,crops,Multicab,N1,3500
Chickens,3140,livestock,Mini Livestock Truck,N1,3500
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Rice,12250,crops,Elf Truck,N2,11999
Meat,3470,perishable crops,Refrigerated Van,N1,3500
Corn,3040,crops,Multicab,N1,3500
Eggs,11350,perishable crops,Refrigerated Truck,N2,11998
Leafy Greens,1840,crops,Tricycle,L1,1999
Meat,14650,perishable crops,Refrigerated Truck,N2,11999
Pigs,1840,livestock,Mini Livestock Truck,N1,2770
Frozen Fish,2670,perishable crops,Refrigerated Van,N1,3500
Rice,11350,crops,Elf Truck,N2,11998
Chickens,19998,livestock,Heavy Livestock Trailer,N3,19999
Meat,15650,perishable crops,Refrigerated Truck,N2,11999
Pigs,12250,livestock,Heavy Livestock Trailer,N3,19250
Goats,13250,livestock,Livestock Truck,N2,11999
Fruits,2740,crops,Multicab,N1,3500
Chickens,3240,livestock,Mini Livestock Truck,N1,3500
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Corn,13250,crops,Elf Truck,N2,11999
Meat,3500,perishable crops,Refrigerated Van,N1,3500
Rice,1840,crops,Tricycle,L1,1999
Goats,11950,livestock,Livestock Truck,N2,11999
Leafy Greens,2370,perishable crops,Refrigerated Van,N1,3500
Eggs,1870,perishable crops,Refrigerated Van,N1,2690
Pigs,1870,livestock,Mini Livestock Truck,N1,2790
Meat,10950,perishable crops,Refrigerated Truck,N2,11986
Cows,17880,livestock,Heavy Livestock Trailer,N3,19998
Eggs,2970,perishable crops,Refrigerated Truck,N2,8080
Cows,1870,livestock,Mini Livestock Truck,N1,2870
Chickens,13880,livestock,Heavy Livestock Trailer,N3,19998
Fruits,2070,crops,Multicab,N1,2970
Pigs,3170,livestock,Mini Livestock Truck,N1,3500
Fruits,12350,crops,Elf Truck,N2,11999
Leafy Greens,3270,perishable crops,Refrigerated Van,N1,3500
Corn,10950,perishable crops,Refrigerated Truck,N2,11986
Cows,18998,livestock,Heavy Livestock Trailer,N3,19999
Rice,2970,crops,Multicab,N1,3500
Chickens,3170,livestock,Mini Livestock Truck,N1,3500
