Product Type,Product Weight (kg),Purpose,Vehicle Type,Vehicle Category,maxWeightCapacity
Corn,211,crops,Tricycle,L1,217
Rice,6839,crops,Elf Truck,N2,7465
Leafy Greens,764,perishable crops,Refrigerated Van,N1,2346
Eggs,2203,perishable crops,Refrigerated Van,N1,3371
Cows,2609,livestock,Livestock Truck,N2,8107
Frozen Fish,3011,perishable crops,Refrigerated Truck,N2,6172
Corn,8150,crops,Elf Truck,N2,8482
Leafy Greens,1148,perishable crops,Refrigerated Truck,N2,11619
Frozen Fish,5402,perishable crops,Refrigerated Truck,N2,9229
Meat,6897,perishable crops,Refrigerated Truck,N2,8496
Fruits,1729,crops,Multicab,N1,2552
Meat,5951,perishable crops,Refrigerated Truck,N2,6865
Eggs,4719,perishable crops,Refrigerated Truck,N2,4975
Leafy Greens,384,perishable crops,Refrigerated Van,N1,1787
Fruits,6593,crops,Elf Truck,N2,10789
Goats,9147,livestock,Livestock Truck,N2,9289
Leafy Greens,4421,perishable crops,Refrigerated Truck,N2,7416
Cows,654,livestock,Mini Livestock Truck,N1,1049
Fruits,5852,crops,Elf Truck,N2,8126
Frozen Fish,5413,perishable crops,Refrigerated Truck,N2,7281
Pigs,3053,livestock,Heavy Livestock Trailer,N3,15775
Fruits,1112,crops,Multicab,N1,2717
Vegetables,1152,crops,Multicab,N1,1692
Leafy Greens,290,perishable crops,Refrigerated Van,N1,1690
Leafy Greens,390,perishable crops,Refrigerated Van,N1,2943
Pigs,16600,livestock,Heavy Livestock Trailer,N3,16624
Vegetables,2225,crops,Multicab,N1,2703
Corn,3726,crops,Elf Truck,N2,4222
Corn,2577,crops,Multicab,N1,2880
Fruits,4267,crops,Elf Truck,N2,4547
Chickens,5026,livestock,Heavy Livestock Trailer,N3,19872
Chickens,1416,livestock,Mini Livestock Truck,N1,1969
Fruits,4283,crops,Elf Truck,N2,4349
Eggs,5724,perishable crops,Refrigerated Truck,N2,11445
Corn,302,crops,Tricycle,L1,304
Eggs,6854,perishable crops,Refrigerated Truck,N2,9465
Corn,2294,crops,Multicab,N1,2712
Frozen Fish,2039,perishable crops,Refrigerated Van,N1,3268
Meat,2946,perishable crops,Refrigerated Truck,N2,5314
Meat,8402,perishable crops,Refrigerated Truck,N2,10385
Goats,18605,livestock,Heavy Livestock Trailer,N3,19036
Chickens,684,livestock,Mini Livestock Truck,N1,1239
Frozen Fish,9846,perishable crops,Refrigerated Truck,N2,10750
Pigs,228,livestock,Mini Livestock Truck,N1,3424
Pigs,1186,livestock,Mini Livestock Truck,N1,1212
Cows,8361,livestock,Heavy Livestock Trailer,N3,13205
Meat,868,perishable crops,Refrigerated Van,N1,3023
Leafy Greens,1106,perishable crops,Refrigerated Van,N1,1134
Meat,747,perishable crops,Refrigerated Van,N1,3189
Corn,8453,crops,Elf Truck,N2,8831
Goats,2617,livestock,Livestock Truck,N2,3503
Vegetables,489,crops,Tricycle,L1,517
Eggs,5384,perishable crops,Refrigerated Truck,N2,5460
Frozen Fish,1435,perishable crops,Refrigerated Truck,N2,4450
Corn,7325,crops,Elf Truck,N2,9573
Rice,1367,crops,Elf Truck,N2,6210
Corn,902,crops,Multicab,N1,1656
Pigs,3056,livestock,Heavy Livestock Trailer,N3,17122
Cows,1318,livestock,Mini Livestock Truck,N1,2278
Eggs,1842,perishable crops,Refrigerated Truck,N2,10878
Frozen Fish,543,perishable crops,Refrigerated Van,N1,1802
Goats,1121,livestock,Mini Livestock Truck,N1,3432
Vegetables,840,crops,Multicab,N1,1783
Chickens,6535,livestock,Heavy Livestock Trailer,N3,14865
Leafy Greens,8318,perishable crops,Refrigerated Truck,N2,9394
Chickens,2470,livestock,Mini Livestock Truck,N1,2651
Fruits,824,crops,Elf Truck,N2,5969
Goats,950,livestock,Livestock Truck,N2,5864
Rice,413,crops,Multicab,N1,1598
Cows,11503,livestock,Heavy Livestock Trailer,N3,18428
Meat,7347,perishable crops,Refrigerated Truck,N2,8014
Vegetables,686,crops,Multicab,N1,2193
Pigs,2529,livestock,Livestock Truck,N2,4007
Fruits,129,crops,Tricycle,L1,345
Goats,5961,livestock,Heavy Livestock Trailer,N3,13936
Leafy Greens,970,perishable crops,Refrigerated Van,N1,1235
Cows,8258,livestock,Heavy Livestock Trailer,N3,13978
Rice,106,crops,Tricycle,L1,132
Chickens,1341,livestock,Mini Livestock Truck,N1,3132
Vegetables,3330,crops,Elf Truck,N2,4082
Rice,341,crops,Tricycle,L1,672
Frozen Fish,2650,perishable crops,Refrigerated Truck,N2,11580
Chickens,16870,livestock,Heavy Livestock Trailer,N3,18573
Leafy Greens,6185,perishable crops,Refrigerated Truck,N2,10151
Cows,1516,livestock,Mini Livestock Truck,N1,1986
Fruits,186,crops,Tricycle,L1,991
Chickens,305,livestock,Mini Livestock Truck,N1,2005
Meat,342,perishable crops,Refrigerated Van,N1,1007
Goats,3603,livestock,Heavy Livestock Trailer,N3,18348
Frozen Fish,196,perishable crops,Refrigerated Van,N1,1331
Vegetables,4305,crops,Elf Truck,N2,6389
Fruits,2725,crops,Elf Truck,N2,6234
Chickens,504,livestock,Mini Livestock Truck,N1,1026
Chickens,1408,livestock,Mini Livestock Truck,N1,1466
Fruits,506,crops,Tricycle,L1,804
Cows,3945,livestock,Livestock Truck,N2,9236
Leafy Greens,4671,perishable crops,Refrigerated Truck,N2,5365
Corn,387,crops,Tricycle,L1,552
Goats,5477,livestock,Livestock Truck,N2,9528
Fruits,13023,crops,10-Wheeler Truck,N3,16927
Fruits,1256,crops,Multicab,N1,1352
Leafy Greens,3020,perishable crops,Refrigerated Truck,N2,9233
Leafy Greens,1008,perishable crops,Refrigerated Van,N1,2323
Eggs,1596,perishable crops,Refrigerated Van,N1,2127
Chickens,12345,livestock,Heavy Livestock Trailer,N3,13682
Chickens,5566,livestock,Heavy Livestock Trailer,N3,15616
Vegetables,1973,crops,Multicab,N1,2395
Corn,1048,crops,Multicab,N1,1304
Goats,11345,livestock,Heavy Livestock Trailer,N3,12201
Fruits,2478,crops,Elf Truck,N2,5620
Eggs,1078,perishable crops,Refrigerated Truck,N2,6843
Fruits,258,crops,Tricycle,L1,689
Chickens,1719,livestock,Mini Livestock Truck,N1,1740
Goats,606,livestock,Mini Livestock Truck,N1,1211
Pigs,3645,livestock,Livestock Truck,N2,4297
Frozen Fish,1709,perishable crops,Refrigerated Van,N1,2288
Fruits,5593,crops,10-Wheeler Truck,N3,15417
Leafy Greens,1077,perishable crops,Refrigerated Van,N1,2747
Goats,12536,livestock,Heavy Livestock Trailer,N3,15395
Eggs,907,perishable crops,Refrigerated Van,N1,1196
Corn,4747,crops,Elf Truck,N2,11102
Frozen Fish,672,perishable crops,Refrigerated Van,N1,1211
Vegetables,2898,crops,Multicab,N1,3127
Rice,105,crops,Tricycle,L1,248
Chickens,611,livestock,Mini Livestock Truck,N1,1608
Rice,2148,crops,Elf Truck,N2,4477
Eggs,1952,perishable crops,Refrigerated Van,N1,2870
Goats,983,livestock,Mini Livestock Truck,N1,1785
Pigs,3410,livestock,Livestock Truck,N2,8556
Goats,1129,livestock,Livestock Truck,N2,5673
Cows,551,livestock,Mini Livestock Truck,N1,2528
Chickens,997,livestock,Mini Livestock Truck,N1,3206
Pigs,1451,livestock,Mini Livestock Truck,N1,2198
Vegetables,7238,crops,10-Wheeler Truck,N3,15759
Leafy Greens,1923,perishable crops,Refrigerated Truck,N2,4424
Rice,128,crops,Multicab,N1,1281
Cows,338,livestock,Mini Livestock Truck,N1,2305
Cows,2949,livestock,Heavy Livestock Trailer,N3,13010
Leafy Greens,582,perishable crops,Refrigerated Van,N1,1465
Leafy Greens,395,perishable crops,Refrigerated Van,N1,1041
Cows,1115,livestock,Livestock Truck,N2,7764
Corn,5938,crops,Elf Truck,N2,6170
Corn,1961,crops,Elf Truck,N2,5893
Pigs,900,livestock,Heavy Livestock Trailer,N3,19389
Vegetables,2500,crops,Multicab,N1,2763
Leafy Greens,603,perishable crops,Refrigerated Van,N1,2432
Corn,4158,crops,Elf Truck,N2,8334
Frozen Fish,460,perishable crops,Refrigerated Van,N1,3112
Eggs,642,perishable crops,Refrigerated Van,N1,1499
Cows,918,livestock,Livestock Truck,N2,4433
Pigs,15242,livestock,Heavy Livestock Trailer,N3,19072
Cows,1568,livestock,Mini Livestock Truck,N1,1947
Rice,1303,crops,Multicab,N1,3485
Vegetables,403,crops,Tricycle,L1,407
Goats,1349,livestock,Livestock Truck,N2,5874
Frozen Fish,1368,perishable crops,Refrigerated Van,N1,1928
Chickens,1138,livestock,Mini Livestock Truck,N1,1524
Meat,8623,perishable crops,Refrigerated Truck,N2,11981
Fruits,9182,crops,10-Wheeler Truck,N3,13658
Pigs,7905,livestock,Heavy Livestock Trailer,N3,13505
Goats,2799,livestock,Heavy Livestock Trailer,N3,18558
Vegetables,1594,crops,Multicab,N1,2285
Pigs,1041,livestock,Livestock Truck,N2,3594
Fruits,480,crops,Tricycle,L1,655
Pigs,2308,livestock,Mini Livestock Truck,N1,3370
Eggs,1285,perishable crops,Refrigerated Van,N1,1662
Pigs,1450,livestock,Mini Livestock Truck,N1,2669
Vegetables,924,crops,Elf Truck,N2,5853
Meat,2943,perishable crops,Refrigerated Truck,N2,4255
Corn,2674,crops,Elf Truck,N2,5463
Rice,246,crops,Tricycle,L1,339
Pigs,852,livestock,Mini Livestock Truck,N1,1022
Rice,397,crops,Tricycle,L1,632
Meat,2276,perishable crops,Refrigerated Truck,N2,6709
Frozen Fish,812,perishable crops,Refrigerated Van,N1,2557
Pigs,12918,livestock,Heavy Livestock Trailer,N3,19326
Corn,1194,crops,Multicab,N1,2173
Eggs,1861,perishable crops,Refrigerated Truck,N2,7812
Frozen Fish,3089,perishable crops,Refrigerated Van,N1,3482
Corn,156,crops,Tricycle,L1,406
Vegetables,8342,crops,Elf Truck,N2,8918
Rice,157,crops,Multicab,N1,2211
Pigs,10380,livestock,Heavy Livestock Trailer,N3,15509
Frozen Fish,1831,perishable crops,Refrigerated Truck,N2,10674
Goats,9532,livestock,Heavy Livestock Trailer,N3,14192
Eggs,923,perishable crops,Refrigerated Van,N1,1751
Goats,2346,livestock,Heavy Livestock Trailer,N3,17910
Fruits,309,crops,Tricycle,L1,339
Frozen Fish,8191,perishable crops,Refrigerated Truck,N2,8281
Cows,881,livestock,Mini Livestock Truck,N1,1169
Corn,1056,crops,Multicab,N1,2856
Leafy Greens,159,perishable crops,Refrigerated Truck,N2,4675
Goats,8900,livestock,Heavy Livestock Trailer,N3,15614
Cows,396,livestock,Heavy Livestock Trailer,N3,13794
Chickens,331,livestock,Mini Livestock Truck,N1,1642
Rice,511,crops,Tricycle,L1,866
Corn,122,crops,Tricycle,L1,184
Eggs,2449,perishable crops,Refrigerated Truck,N2,11942
Fruits,7581,crops,10-Wheeler Truck,N3,12080
Chickens,107,livestock,Mini Livestock Truck,N1,1873
Rice,203,crops,Tricycle,L1,235
Goats,430,livestock,Mini Livestock Truck,N1,1141
Pigs,521,livestock,Mini Livestock Truck,N1,1596
Vegetables,101,crops,Tricycle,L1,432
Chickens,1566,livestock,Mini Livestock Truck,N1,1657
Vegetables,12052,crops,10-Wheeler Truck,N3,13803
Pigs,4707,livestock,Livestock Truck,N2,8050
Pigs,2025,livestock,Mini Livestock Truck,N1,3381
Pigs,6038,livestock,Heavy Livestock Trailer,N3,13297
Fruits,875,crops,Multicab,N1,1677
Eggs,983,perishable crops,Refrigerated Truck,N2,7280
Cows,510,livestock,Heavy Livestock Trailer,N3,12176
Fruits,1574,crops,Multicab,N1,3351
Cows,1625,livestock,Heavy Livestock Trailer,N3,19061
Eggs,1686,perishable crops,Refrigerated Van,N1,2208
Cows,897,livestock,Mini Livestock Truck,N1,2157
Meat,1775,perishable crops,Refrigerated Van,N1,2199
Rice,198,crops,Tricycle,L1,722
Meat,2450,perishable crops,Refrigerated Truck,N2,10003
Vegetables,14689,crops,10-Wheeler Truck,N3,17421
Chickens,2607,livestock,Mini Livestock Truck,N1,3366
Leafy Greens,699,perishable crops,Refrigerated Truck,N2,3729
Chickens,194,livestock,Mini Livestock Truck,N1,1420
Fruits,137,crops,Tricycle,L1,243
Goats,12685,livestock,Heavy Livestock Trailer,N3,14197
Frozen Fish,1430,perishable crops,Refrigerated Van,N1,2165
Fruits,11329,crops,10-Wheeler Truck,N3,12213
Chickens,1211,livestock,Mini Livestock Truck,N1,2102
Corn,156,crops,Tricycle,L1,626
Fruits,9490,crops,Elf Truck,N2,10476
Corn,5546,crops,Elf Truck,N2,8552
Corn,858,crops,Multicab,N1,1018
Pigs,989,livestock,Mini Livestock Truck,N1,2403
Fruits,233,crops,Tricycle,L1,481
Corn,9201,crops,Elf Truck,N2,10772
Frozen Fish,3496,perishable crops,Refrigerated Truck,N2,11890
Corn,154,crops,Tricycle,L1,331
Pigs,1071,livestock,Mini Livestock Truck,N1,1791
Cows,4621,livestock,Livestock Truck,N2,8261
Pigs,141,livestock,Mini Livestock Truck,N1,1808
Vegetables,674,crops,Multicab,N1,1224
Rice,512,crops,Multicab,N1,3360
Chickens,3295,livestock,Mini Livestock Truck,N1,3362
Leafy Greens,792,perishable crops,Refrigerated Van,N1,2734
Cows,1617,livestock,Mini Livestock Truck,N1,2237
Pigs,2561,livestock,Mini Livestock Truck,N1,2649
Frozen Fish,613,perishable crops,Refrigerated Van,N1,1841
Corn,494,crops,Multicab,N1,3315
Rice,292,crops,Tricycle,L1,310
Meat,5107,perishable crops,Refrigerated Truck,N2,8401
Fruits,347,crops,Tricycle,L1,507
Meat,760,perishable crops,Refrigerated Van,N1,3140
Frozen Fish,892,perishable crops,Refrigerated Truck,N2,8518
Pigs,1981,livestock,Mini Livestock Truck,N1,2076
Fruits,231,crops,Tricycle,L1,260
Cows,9166,livestock,Heavy Livestock Trailer,N3,19111
Fruits,285,crops,Multicab,N1,3108
Goats,1185,livestock,Mini Livestock Truck,N1,2335
Chickens,1816,livestock,Mini Livestock Truck,N1,2406
Leafy Greens,3550,perishable crops,Refrigerated Truck,N2,6986
Meat,4790,perishable crops,Refrigerated Truck,N2,7198
Chickens,1683,livestock,Mini Livestock Truck,N1,3404
Pigs,10713,livestock,Heavy Livestock Trailer,N3,12051
Fruits,147,crops,Multicab,N1,1388
Cows,329,livestock,Mini Livestock Truck,N1,2422
Meat,2604,perishable crops,Refrigerated Truck,N2,5673
Eggs,1303,perishable crops,Refrigerated Truck,N2,7677
Cows,1107,livestock,Livestock Truck,N2,5259
Vegetables,188,crops,Multicab,N1,2920
Frozen Fish,2138,perishable crops,Refrigerated Van,N1,2368
Eggs,628,perishable crops,Refrigerated Van,N1,1637
Meat,706,perishable crops,Refrigerated Van,N1,1901
Eggs,556,perishable crops,Refrigerated Van,N1,1601
Frozen Fish,585,perishable crops,Refrigerated Van,N1,2403
Chickens,236,livestock,Mini Livestock Truck,N1,1381
Leafy Greens,1707,perishable crops,Refrigerated Van,N1,2736
Pigs,10222,livestock,Heavy Livestock Trailer,N3,18741
Eggs,4616,perishable crops,Refrigerated Truck,N2,10258
Leafy Greens,2189,perishable crops,Refrigerated Van,N1,3047
Leafy Greens,2343,perishable crops,Refrigerated Truck,N2,3775
Leafy Greens,580,perishable crops,Refrigerated Van,N1,2042
Chickens,317,livestock,Mini Livestock Truck,N1,1596
Pigs,13445,livestock,Heavy Livestock Trailer,N3,19088
Rice,102,crops,Tricycle,L1,106
Eggs,540,perishable crops,Refrigerated Truck,N2,10050
Goats,1624,livestock,Mini Livestock Truck,N1,1643
Rice,801,crops,Multicab,N1,2975
Meat,2747,perishable crops,Refrigerated Truck,N2,8603
Meat,1153,perishable crops,Refrigerated Van,N1,2135
Chickens,1272,livestock,Mini Livestock Truck,N1,2073
Chickens,12356,livestock,Heavy Livestock Trailer,N3,14199
Eggs,1634,perishable crops,Refrigerated Truck,N2,9128
Leafy Greens,4436,perishable crops,Refrigerated Truck,N2,5766
Fruits,8097,crops,Elf Truck,N2,8954
Cows,1801,livestock,Livestock Truck,N2,10411
Goats,10924,livestock,Heavy Livestock Trailer,N3,17999
Goats,529,livestock,Livestock Truck,N2,10609
Cows,898,livestock,Mini Livestock Truck,N1,1204
Vegetables,2243,crops,Elf Truck,N2,4076
Leafy Greens,2728,perishable crops,Refrigerated Truck,N2,5617
Eggs,315,perishable crops,Refrigerated Truck,N2,11006
Chickens,5641,livestock,Heavy Livestock Trailer,N3,17405
Corn,1274,crops,Elf Truck,N2,3913
Leafy Greens,5598,perishable crops,Refrigerated Truck,N2,7704
Corn,480,crops,Multicab,N1,1504
Corn,2377,crops,Elf Truck,N2,7272
Leafy Greens,1521,perishable crops,Refrigerated Truck,N2,11455
Chickens,1522,livestock,Heavy Livestock Trailer,N3,16647
Fruits,3439,crops,Multicab,N1,3481
Pigs,270,livestock,Mini Livestock Truck,N1,2715
Goats,3420,livestock,Livestock Truck,N2,4858
Corn,467,crops,Elf Truck,N2,5865
Pigs,1666,livestock,Mini Livestock Truck,N1,3075
Corn,2800,crops,Multicab,N1,3061
Pigs,929,livestock,Heavy Livestock Trailer,N3,12093
Goats,1490,livestock,Mini Livestock Truck,N1,2612
Chickens,5854,livestock,Heavy Livestock Trailer,N3,14573
Corn,1658,crops,Elf Truck,N2,6506
Corn,1330,crops,Multicab,N1,2413
Cows,10154,livestock,Heavy Livestock Trailer,N3,19009
Goats,15105,livestock,Heavy Livestock Trailer,N3,15975
Meat,2632,perishable crops,Refrigerated Van,N1,3215
Pigs,1602,livestock,Livestock Truck,N2,10114
Eggs,2912,perishable crops,Refrigerated Truck,N2,8914
Chickens,655,livestock,Mini Livestock Truck,N1,3211
Leafy Greens,1038,perishable crops,Refrigerated Van,N1,1430
Corn,749,crops,Tricycle,L1,815
Leafy Greens,817,perishable crops,Refrigerated Van,N1,2560
Vegetables,526,crops,Multicab,N1,1432
Goats,10094,livestock,Livestock Truck,N2,11109
Rice,509,crops,Tricycle,L1,578
Pigs,947,livestock,Mini Livestock Truck,N1,2123
Rice,3793,crops,Elf Truck,N2,5480
Frozen Fish,6493,perishable crops,Refrigerated Truck,N2,11201
Rice,299,crops,Tricycle,L1,491
Meat,3373,perishable crops,Refrigerated Truck,N2,9717
Rice,1711,crops,Multicab,N1,3241
Fruits,197,crops,Multicab,N1,1637
Leafy Greens,1561,perishable crops,Refrigerated Van,N1,1944
Chickens,524,livestock,Mini Livestock Truck,N1,1553
Meat,5012,perishable crops,Refrigerated Truck,N2,5737
Leafy Greens,8492,perishable crops,Refrigerated Truck,N2,11789
Corn,1209,crops,Multicab,N1,2191
Cows,1287,livestock,Heavy Livestock Trailer,N3,14989
Goats,6133,livestock,Livestock Truck,N2,9574
Fruits,175,crops,Tricycle,L1,183
Meat,921,perishable crops,Refrigerated Van,N1,1127
Cows,4691,livestock,Livestock Truck,N2,9560
Eggs,1097,perishable crops,Refrigerated Truck,N2,11634
Pigs,8941,livestock,Livestock Truck,N2,9437
Vegetables,6300,crops,Elf Truck,N2,6670
Frozen Fish,191,perishable crops,Refrigerated Truck,N2,9178
Rice,603,crops,Multicab,N1,1371
Rice,359,crops,Tricycle,L1,363
Chickens,752,livestock,Mini Livestock Truck,N1,1934
Leafy Greens,1114,perishable crops,Refrigerated Van,N1,2158
Meat,1290,perishable crops,Refrigerated Van,N1,1687
Frozen Fish,484,perishable crops,Refrigerated Van,N1,1295
Eggs,2353,perishable crops,Refrigerated Truck,N2,4851
Vegetables,7251,crops,Elf Truck,N2,11512
Fruits,473,crops,Tricycle,L1,713
Meat,10509,perishable crops,Refrigerated Truck,N2,11076
Rice,379,crops,Tricycle,L1,560
Frozen Fish,1790,perishable crops,Refrigerated Van,N1,1912
Meat,4094,perishable crops,Refrigerated Truck,N2,4238
Meat,8224,perishable crops,Refrigerated Truck,N2,10697
Meat,1241,perishable crops,Refrigerated Van,N1,1256
Goats,3105,livestock,Livestock Truck,N2,7203
Frozen Fish,9904,perishable crops,Refrigerated Truck,N2,10812
Cows,5695,livestock,Livestock Truck,N2,6744
Fruits,342,crops,Tricycle,L1,932
Corn,639,crops,Tricycle,L1,734
Pigs,345,livestock,Livestock Truck,N2,11373
Eggs,1602,perishable crops,Refrigerated Van,N1,2497
Rice,804,crops,Multicab,N1,3435
Chickens,2184,livestock,Mini Livestock Truck,N1,3181
Meat,5052,perishable crops,Refrigerated Truck,N2,9690
Eggs,151,perishable crops,Refrigerated Truck,N2,8272
Rice,1521,crops,Multicab,N1,3415
Fruits,3728,crops,10-Wheeler Truck,N3,15311
Rice,341,crops,Tricycle,L1,497
Leafy Greens,9939,perishable crops,Refrigerated Truck,N2,10964
Goats,1262,livestock,Mini Livestock Truck,N1,2522
Fruits,320,crops,Tricycle,L1,481
Rice,180,crops,Tricycle,L1,713
Chickens,389,livestock,Mini Livestock Truck,N1,3343
Rice,263,crops,Multicab,N1,2965
Cows,1233,livestock,Mini Livestock Truck,N1,1361
Vegetables,152,crops,Tricycle,L1,310
Fruits,2299,crops,Elf Truck,N2,8642
Leafy Greens,216,perishable crops,Refrigerated Truck,N2,7147
Rice,125,crops,Elf Truck,N2,4529
Corn,1250,crops,Multicab,N1,1786
Vegetables,618,crops,Tricycle,L1,855
Goats,8129,livestock,Heavy Livestock Trailer,N3,19301
Fruits,5771,crops,10-Wheeler Truck,N3,13060
Cows,793,livestock,Livestock Truck,N2,5315
Meat,3530,perishable crops,Refrigerated Truck,N2,3971
Goats,5570,livestock,Livestock Truck,N2,7339
Pigs,132,livestock,Livestock Truck,N2,6621
Leafy Greens,7149,perishable crops,Refrigerated Truck,N2,7951
Leafy Greens,1285,perishable crops,Refrigerated Truck,N2,6033
Fruits,570,crops,Multicab,N1,3038
Meat,237,perishable crops,Refrigerated Van,N1,2992
Corn,2800,crops,Elf Truck,N2,5605
Vegetables,322,crops,Tricycle,L1,541
Pigs,377,livestock,Mini Livestock Truck,N1,1426
Frozen Fish,7113,perishable crops,Refrigerated Truck,N2,7401
Pigs,978,livestock,Mini Livestock Truck,N1,1554
Frozen Fish,5490,perishable crops,Refrigerated Truck,N2,6173
Cows,4861,livestock,Heavy Livestock Trailer,N3,19737
Fruits,4054,crops,Elf Truck,N2,8542
Vegetables,197,crops,Tricycle,L1,260
Vegetables,2460,crops,Multicab,N1,2600
Corn,2925,crops,Elf Truck,N2,3834
Corn,3703,crops,Elf Truck,N2,10793
Cows,11661,livestock,Heavy Livestock Trailer,N3,17085
Leafy Greens,706,perishable crops,Refrigerated Van,N1,2980
Pigs,13140,livestock,Heavy Livestock Trailer,N3,17897
Chickens,1380,livestock,Mini Livestock Truck,N1,3046
Fruits,5479,crops,Elf Truck,N2,7360
Frozen Fish,4004,perishable crops,Refrigerated Truck,N2,10155
Chickens,1517,livestock,Mini Livestock Truck,N1,1942
Pigs,757,livestock,Heavy Livestock Trailer,N3,13305
Meat,11156,perishable crops,Refrigerated Truck,N2,11725
Meat,502,perishable crops,Refrigerated Van,N1,1412
Vegetables,207,crops,Tricycle,L1,554
Fruits,3458,crops,Elf Truck,N2,9165
Goats,8763,livestock,Livestock Truck,N2,9431
Frozen Fish,6596,perishable crops,Refrigerated Truck,N2,8688
Goats,537,livestock,Mini Livestock Truck,N1,1131
Fruits,4832,crops,Elf Truck,N2,8145
Eggs,8196,perishable crops,Refrigerated Truck,N2,8377
Cows,1276,livestock,Mini Livestock Truck,N1,1961
Chickens,4729,livestock,Heavy Livestock Trailer,N3,13020
Frozen Fish,863,perishable crops,Refrigerated Van,N1,1029
Leafy Greens,1250,perishable crops,Refrigerated Van,N1,3120
Rice,378,crops,Tricycle,L1,410
Vegetables,7793,crops,Elf Truck,N2,9363
Eggs,5586,perishable crops,Refrigerated Truck,N2,6164
Leafy Greens,3608,perishable crops,Refrigerated Truck,N2,4006
Meat,1867,perishable crops,Refrigerated Van,N1,2477
Chickens,894,livestock,Mini Livestock Truck,N1,1086
Frozen Fish,211,perishable crops,Refrigerated Truck,N2,6342
Chickens,2117,livestock,Mini Livestock Truck,N1,2149
Corn,1849,crops,Multicab,N1,2834
Cows,1896,livestock,Mini Livestock Truck,N1,2874
Eggs,1523,perishable crops,Refrigerated Van,N1,2237
Vegetables,340,crops,Multicab,N1,1233
Frozen Fish,230,perishable crops,Refrigerated Van,N1,2385
Meat,561,perishable crops,Refrigerated Van,N1,2674
Fruits,342,crops,Tricycle,L1,451
Frozen Fish,335,perishable crops,Refrigerated Van,N1,1640
Eggs,885,perishable crops,Refrigerated Van,N1,1630
Meat,2421,perishable crops,Refrigerated Truck,N2,9901
Vegetables,106,crops,Tricycle,L1,160
Meat,1184,perishable crops,Refrigerated Van,N1,1707
Meat,3350,perishable crops,Refrigerated Truck,N2,6237
Goats,2334,livestock,Mini Livestock Truck,N1,3459
Frozen Fish,1099,perishable crops,Refrigerated Truck,N2,4057
Rice,5919,crops,Elf Truck,N2,8364
Vegetables,1627,crops,Multicab,N1,2108
Fruits,2609,crops,Multicab,N1,3325
Vegetables,707,crops,Tricycle,L1,881
Frozen Fish,529,perishable crops,Refrigerated Van,N1,1654
Frozen Fish,2649,perishable crops,Refrigerated Truck,N2,11695
Eggs,207,perishable crops,Refrigerated Truck,N2,8940
Rice,171,crops,Multicab,N1,2785
Goats,1266,livestock,Mini Livestock Truck,N1,3131
Eggs,838,perishable crops,Refrigerated Van,N1,2513
Fruits,816,crops,Tricycle,L1,891
Corn,2214,crops,Multicab,N1,2986
Meat,1055,perishable crops,Refrigerated Van,N1,1774
Pigs,4116,livestock,Livestock Truck,N2,5203
Leafy Greens,1243,perishable crops,Refrigerated Van,N1,2540
Rice,6937,crops,Elf Truck,N2,8135
Rice,1756,crops,Multicab,N1,1898
Eggs,619,perishable crops,Refrigerated Truck,N2,5550
Fruits,1082,crops,Multicab,N1,1378
Meat,5650,perishable crops,Refrigerated Truck,N2,8071
Rice,218,crops,Multicab,N1,2467
Rice,14313,crops,10-Wheeler Truck,N3,16274
Fruits,14125,crops,10-Wheeler Truck,N3,14639
Goats,10748,livestock,Heavy Livestock Trailer,N3,14375
Cows,5183,livestock,Livestock Truck,N2,9048
Chickens,836,livestock,Mini Livestock Truck,N1,2975
Cows,3925,livestock,Heavy Livestock Trailer,N3,15841
Fruits,208,crops,Tricycle,L1,215
Goats,2671,livestock,Livestock Truck,N2,10013
Corn,808,crops,Multicab,N1,2980
Corn,801,crops,Elf Truck,N2,4237
Meat,688,perishable crops,Refrigerated Van,N1,2654
Leafy Greens,833,perishable crops,Refrigerated Van,N1,1111
Rice,2895,crops,Multicab,N1,3143
Goats,627,livestock,Mini Livestock Truck,N1,2373
Corn,375,crops,Tricycle,L1,431
Rice,1370,crops,Multicab,N1,1380
Chickens,12852,livestock,Heavy Livestock Trailer,N3,12870
Vegetables,116,crops,Elf Truck,N2,7799
Vegetables,793,crops,Tricycle,L1,818
Goats,2077,livestock,Livestock Truck,N2,3546
Eggs,246,perishable crops,Refrigerated Van,N1,2286
Meat,1020,perishable crops,Refrigerated Van,N1,1893
Leafy Greens,4490,perishable crops,Refrigerated Truck,N2,6572
Meat,1647,perishable crops,Refrigerated Van,N1,2230
Eggs,2582,perishable crops,Refrigerated Truck,N2,11944
Chickens,473,livestock,Mini Livestock Truck,N1,1651
Chickens,478,livestock,Mini Livestock Truck,N1,1254
Corn,8452,crops,Elf Truck,N2,9002
Corn,151,crops,Multicab,N1,1444
Rice,1204,crops,Elf Truck,N2,6803
Corn,467,crops,Multicab,N1,3318
Fruits,1760,crops,Multicab,N1,2429
Frozen Fish,8192,perishable crops,Refrigerated Truck,N2,11385
Frozen Fish,1224,perishable crops,Refrigerated Truck,N2,9689
Pigs,3091,livestock,Livestock Truck,N2,10951
Vegetables,808,crops,Multicab,N1,2530
Rice,109,crops,Tricycle,L1,172
Eggs,5821,perishable crops,Refrigerated Truck,N2,9453
